critic,fresh,imdb,publication,quote,review_date,rtid,title
James Berardinelli,1,112641,ReelViews,"In every way -- from the fantastic sets, rich dialogue, and unapologetic violence to the well-portrayed characters and themes of loyalty and betrayal -- Casino is pure Scorsese.",1/1/00,13456,Casino
Mike Clark,1,112641,USA Today,"Whether you find it exhilarating, expendable or exhausting -- and you will find it exhausting -- Martin Scorsese's Casino is the spectacular last word on urban sprawl.",1/1/00,13456,Casino
Owen Gleiberman,1,114388,Entertainment Weekly,,9/7/11,10042,Sense and Sensibility
,1,114388,Entertainment Weekly,,12/27/10,10042,Sense and Sensibility
Todd McCarthy,1,114388,Variety,Thompson's script manages the neat trick of preserving the necessary niceties and decorum of civilized behavior of the time while still cutting to the dramatic quick.,1/30/09,10042,Sense and Sensibility
Jonathan Rosenbaum,1,114388,Chicago Reader,I can't say I remembered this 1995 feature too clearly a couple of days later; but I certainly had a good time as I watched it.,2/9/07,10042,Sense and Sensibility
Geoff Andrew,1,114388,Time Out,Thompson and Winslet give fine performances ably supported by the rest of the ensemble.,6/24/06,10042,Sense and Sensibility
Janet Maslin,1,114388,New York Times,We need no further proof that this material is ageless.,5/21/03,10042,Sense and Sensibility
Kenneth Turan,1,114388,Los Angeles Times,"The sensibility may be a bit off, but there is more than enough sense involved in this mid-Atlantic Austen to make up the difference.",2/13/01,10042,Sense and Sensibility
Louis B. Parks,1,114388,Houston Chronicle,The film is packed with pleasing performances by stage-trained actors.,1/1/00,10042,Sense and Sensibility
James Berardinelli,1,114388,ReelViews,Told with deft skill and a pleasantly humorous romantic touch.,1/1/00,10042,Sense and Sensibility
Susan Stark,1,114388,Detroit News,It's bliss.,1/1/00,10042,Sense and Sensibility
John Hartl,1,114388,Film.com,"A triumph for Taiwan's most famous director, Ang Lee.",1/1/00,10042,Sense and Sensibility
Sean Means,1,114388,Film.com,Thompson's script hits its peak by keeping Austen's voice yet finding the satirical smirk behind it.,1/1/00,10042,Sense and Sensibility
Bruce Reid,1,114388,Film.com,"Sense and Sensibility is funny, expansive, and a delight to spend company with.",1/1/00,10042,Sense and Sensibility
Mike Clark,1,114388,USA Today,"The movie is good fun, boasting a dozen vivid characters and two that moviegoers will take to heart.",1/1/00,10042,Sense and Sensibility
Roger Ebert,0,114388,Chicago Sun-Times,"Sense and Sensibility is an enjoyable film, and yet it left me somehow unsatisfied.",1/1/00,10042,Sense and Sensibility
Rita Kempley,0,114388,Washington Post,Demonstrates how little humankind has evolved in matters of the heart.,1/1/00,10042,Sense and Sensibility
Joe Baltake,1,114388,Sacramento Bee,Exquisitely detailed and impeccably acted.,1/1/00,10042,Sense and Sensibility
Mick LaSalle,1,114388,San Francisco Chronicle,"An exuberant, well- crafted film that gets the audience involved on a gut level.",1/1/00,10042,Sense and Sensibility
Owen Gleiberman,0,113101,Entertainment Weekly,,9/7/11,13075,Four Rooms
Jonathan Rosenbaum,0,113101,Chicago Reader,"The results are mainly awful, and even Roth got saddled with a mannered part that he can't comfortably play.",3/13/07,13075,Four Rooms
Emanuel Levy,0,113101,Variety,"Four of the hottest indie directors--Anders, Rockwell, Tarantino, and Rodrigues--miss a unique opportunity to display their idiosyncratic talents resulting in a tedious anthology in which 2 segments are inept, one barely decent, and one OK (guess whose)",12/28/06,13075,Four Rooms
,0,113101,Time Out,They should have called this One Room and released it as a Rodriguez short.,1/26/06,13075,Four Rooms
Janet Maslin,0,113101,New York Times,"The less said about this career-denting fiasco, the better.",5/20/03,13075,Four Rooms
Jack Mathews,0,113101,Los Angeles Times,Sounds better than it is.,2/13/01,13075,Four Rooms
Mike Clark,0,113101,USA Today,"Four Rooms has been cut substantially since a disastrous September reception at the Toronto Film Festival, though it's hard to imagine it running any longer.",1/1/00,13075,Four Rooms
Roger Ebert,0,113101,Chicago Sun-Times,"The four segments are widely different in quality. On the useful scale of the Michelin guides, one is worth a trip, another is worth a detour, and the other two are a colossal waste of bandwidth.",1/1/00,13075,Four Rooms
Hal Hinson,0,113101,Washington Post,Four Rooms asserts itself as a goof so laboriously and aggressively that you almost feel pinned back in your seat.,1/1/00,13075,Four Rooms
Edward Guthmann,0,113101,San Francisco Chronicle,"The result is a batch of shrill, self-indulgent sketches that turn so wretched in spots you start to wonder if the filmmakers wanted them to be bad.",1/1/00,13075,Four Rooms
Desson Thomson,0,113101,Washington Post,The segments are uniformly weak.,1/1/00,13075,Four Rooms
James Berardinelli,0,113101,ReelViews,Four Rooms has to be one of 1995's major disappointments.,1/1/00,13075,Four Rooms
,0,113101,Entertainment Weekly,,12/26/96,13075,Four Rooms
Leonard Klady,0,112281,Variety,,12/3/08,10604,Ace Ventura: When Nature Calls
Geoff Andrew,0,112281,Time Out,,8/16/07,10604,Ace Ventura: When Nature Calls
Janet Maslin,0,112281,New York Times,,5/20/03,10604,Ace Ventura: When Nature Calls
,0,112281,Globe and Mail,,4/12/02,10604,Ace Ventura: When Nature Calls
Kenneth Turan,0,112281,Los Angeles Times,,2/13/01,10604,Ace Ventura: When Nature Calls
Joe Baltake,0,112281,Sacramento Bee,,1/1/00,10604,Ace Ventura: When Nature Calls
Peter Stack,0,112281,San Francisco Chronicle,,1/1/00,10604,Ace Ventura: When Nature Calls
James Berardinelli,0,112281,ReelViews,,1/1/00,10604,Ace Ventura: When Nature Calls
,0,112281,Washington Post,,1/1/00,10604,Ace Ventura: When Nature Calls
Susan Wloszczyna,0,112281,USA Today,"There's so little to watch besides Carrey, in fact, it makes you actually miss (gasp!) Sean Young from Ace 1.",1/1/00,10604,Ace Ventura: When Nature Calls
,1,112281,Entertainment Weekly,,11/10/95,10604,Ace Ventura: When Nature Calls
Brian Lowry,0,113845,Variety,Bounces along with a lame script and inconsistent pace.,3/26/09,14560,Money Train
Nigel Floyd,0,113845,Time Out,Hardly worth the four-year wait.,6/24/06,14560,Money Train
Stephen Holden,1,113845,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",5/20/03,14560,Money Train
Mick LaSalle,1,113845,San Francisco Chronicle,,6/18/02,14560,Money Train
Kenneth Turan,1,113845,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2/13/01,14560,Money Train
Hal Hinson,0,113845,Washington Post,"Even if they only charged a token, it would be too much.",1/1/00,14560,Money Train
Mike Clark,0,113845,USA Today,"It's stupid, but also breezier than the year's other 12-score releases not worth a second look.",1/1/00,14560,Money Train
Susan Stark,0,113845,Detroit News,,1/1/00,14560,Money Train
James Berardinelli,0,113845,ReelViews,,1/1/00,14560,Money Train
Ken Tucker,0,113845,Entertainment Weekly,"A big, noisy headache of a movie...",11/22/95,14560,Money Train
Owen Gleiberman,1,113161,Entertainment Weekly,,9/7/11,13680,Get Shorty
David Ansen,1,113161,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",5/7/08,13680,Get Shorty
Variety Staff,1,113161,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,5/7/08,13680,Get Shorty
Jonathan Rosenbaum,1,113161,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,5/7/08,13680,Get Shorty
,1,113161,Time Out,Everything clicks.,6/24/06,13680,Get Shorty
Janet Maslin,1,113161,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",5/20/03,13680,Get Shorty
Edward Guthmann,1,113161,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",6/18/02,13680,Get Shorty
Peter Travers,1,113161,Rolling Stone,The result is one of the best movies of the year and by far the most entertaining.,5/12/01,13680,Get Shorty
Kenneth Turan,1,113161,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2/13/01,13680,Get Shorty
Hal Hinson,1,113161,Washington Post,Irresistibly charming.,1/1/00,13680,Get Shorty
,1,113161,USA Today,"Minor, but amusingly droll.",1/1/00,13680,Get Shorty
Roger Ebert,1,113161,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",1/1/00,13680,Get Shorty
Desson Thomson,1,113161,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",1/1/00,13680,Get Shorty
James Berardinelli,1,113161,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",1/1/00,13680,Get Shorty
Susan Stark,1,113161,Detroit News,,1/1/00,13680,Get Shorty
,1,113161,Entertainment Weekly,,10/20/95,13680,Get Shorty
Todd McCarthy,0,112722,Variety,,9/2/08,14047,Copycat
,0,112722,Time Out,,2/9/06,14047,Copycat
Janet Maslin,0,112722,New York Times,,5/20/03,14047,Copycat
,0,112722,Globe and Mail,,4/12/02,14047,Copycat
Kenneth Turan,0,112722,Los Angeles Times,,2/13/01,14047,Copycat
Roger Ebert,1,112722,Chicago Sun-Times,,1/1/00,14047,Copycat
Joe Baltake,0,112722,Sacramento Bee,,1/1/00,14047,Copycat
Susan Stark,1,112722,Detroit News,,1/1/00,14047,Copycat
James Berardinelli,1,112722,ReelViews,,1/1/00,14047,Copycat
Mike Clark,0,112722,USA Today,"Copycat, despite two tough-babe leads to kill for, flies in more directions than scattered kitty litter.",1/1/00,14047,Copycat
Peter Stack,0,112722,San Francisco Chronicle,,1/1/00,14047,Copycat
Rita Kempley,0,112722,Washington Post,,1/1/00,14047,Copycat
,1,112722,Entertainment Weekly,,10/27/95,14047,Copycat
Ben Kenigsberg,0,1186367,Time Out,,11/17/11,770780587,Ninja Assassin
David Jenkins,0,1186367,Time Out,A garish and poorly filmed chop-socky frolic that makes about as much sense as an Escher painting viewed through Vaseline-smudged Ray-Bans.,1/22/10,770780587,Ninja Assassin
Kevin Lee,0,1186367,Time Out New York,Perhaps such phenomenal slaughter is best left to the imagination.,12/2/09,770780587,Ninja Assassin
A.O. Scott,0,1186367,At the Movies,"The problem is that the fight sequences -- the only reason anyone sees a movie like this in the first place -- are muddy, chaotic and boring. Even diehard fans of this genre would be well advised to skip this one.",11/30/09,770780587,Ninja Assassin
Jeannette Catsoulis,0,1186367,New York Times,"This saga, set in Berlin, is more committed to its bloodletting than to any of its characters.",11/25/09,770780587,Ninja Assassin
Dan Kois,0,1186367,Washington Post,A movie that provides plenty of jolts but precious little pleasure.,11/25/09,770780587,Ninja Assassin
Kyle Smith,1,1186367,New York Post,This movie knows exactly what it is: Gonzo silliness about bodies turned into human salsa.,11/25/09,770780587,Ninja Assassin
Brian Miller,0,1186367,Village Voice,"Shouldn't throwing stars be silent? If they're gonna sound like gunshots, why not just use guns?",11/25/09,770780587,Ninja Assassin
Mick LaSalle,0,1186367,San Francisco Chronicle,"It's a gorefest, a borefest and a snorefest.",11/25/09,770780587,Ninja Assassin
Jason Anderson,0,1186367,Toronto Star,"Thanks to the movie's dire script, flat performances and excessively slick, tricked-out fight scenes, it gets increasingly hard to care about anything that goes on here, even when it happens to be visible without the use of night-vision goggles.",11/25/09,770780587,Ninja Assassin
Stephen Cole,0,1186367,Globe and Mail,"This one is simply a diverting, uncommonly violent action flick. No need for an extended critical postmortem. Except to say the Wachowski brothers' trademark seems to have turned into a designer brand dedicated to producing inexpensive knockoffs.",11/25/09,770780587,Ninja Assassin
Tom Long,1,1186367,Detroit News,"Rain is a very talented slaughterer. He could kill you with a pair of tweezers, a hair dryer, two bananas, whatever. Be glad he's a good ninja.",11/25/09,770780587,Ninja Assassin
J. R. Jones,0,1186367,Chicago Reader,"When a movie's first scene shows one thug getting the top of his head sliced off and another being chopped diagonally in half, you know you're not in for much of a dramatic crescendo.",11/25/09,770780587,Ninja Assassin
